@relation lai-linha-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute ndvi numeric
@attribute sowing_days numeric
@attribute lai numeric

@data
0.307812,97,0.120668
0.357054,97,0.120668
0.408908,97,0.144159
0.439956,97,0.144159
0.45692,97,0.496529
0.445919,97,0.144159
0.403547,97,0.120668
0.329909,97,0.120668
0.25233,97,0.120668
0.318681,97,0.120668
0.274526,97,0.120668
0.269234,97,0.120668
0.288084,97,0.120668
0.282839,97,0.120668
0.286943,97,0.120668
0.297912,97,0.120668
0.316789,97,0.120668
0.307961,97,0.120668
0.302917,97,0.120668
0.306687,97,0.120668
0.305437,97,0.120668
0.271608,97,0.120668
0.243338,97,0.120668
0.35182,97,0.120668
0.299316,97,0.120668
0.253053,97,0.120668
0.236176,97,0.120668
0.236176,97,0.120668
0.224168,97,0.120668
0.212158,97,0.120668
0.221946,97,0.120668
0.221467,97,0.120668
0.207557,97,0.120668
0.203292,97,0.120668
0.20299,97,0.120668
0.224168,97,0.120668
0.227196,97,0.120668
0.212857,97,0.120668
0.259212,97,0.120668
0.219197,97,0.120668
0.197229,97,0.120668
0.196995,97,0.120668
0.19293,97,0.120668
0.167708,97,0.120668
0.163395,97,0.120668
0.163334,97,0.120668
0.167665,97,0.120668
0.163334,97,0.120668
0.163334,97,0.120668
0.171951,97,0.120668
0.184801,97,0.120668
0.197466,97,0.120668
0.196995,97,0.120668
0.253788,97,0.120668
0.209964,97,0.120668
0.184302,97,0.120668
0.155705,97,0.120668
0.143428,97,0.120668
0.139215,97,0.120668
0.138686,97,0.120668
0.138414,97,0.120668
0.138414,97,0.120668
0.138686,97,0.120668
0.142973,97,0.120668
0.14274,97,0.120668
0.155208,97,0.120668
0.171904,97,0.120668
0.188194,97,0.120668
0.376343,97,0.120668
0.329238,97,0.120668
0.26002,97,0.120668
0.188822,97,0.120668
0.17614,97,0.120668
0.138686,97,0.120668
0.13466,97,0.120668
0.142503,97,0.120668
0.146621,97,0.120668
0.142503,97,0.120668
0.13466,97,0.120668
0.131322,97,0.120668
0.127769,97,0.120668
0.135254,97,0.120668
0.159618,97,0.120668
0.403547,97,0.144159
0.305437,97,0.120668
0.252087,97,0.120668
0.184932,97,0.120668
0.171967,97,0.120668
0.159058,97,0.120668
0.142016,97,0.120668
0.146415,97,0.120668
0.154813,97,0.120668
0.163334,97,0.120668
0.150769,97,0.120668
0.14274,97,0.120668
0.142973,97,0.120668
0.147219,97,0.120668
0.16368,97,0.120668
0.369444,97,0.120668
0.267432,97,-1
0.198458,97,-1
0.171983,97,-1
0.163273,97,-1
0.154676,97,-1
0.158959,97,-1
0.150248,97,0.120668
0.158858,97,0.120668
0.167597,97,0.120668
0.163273,97,0.120668
0.159058,97,0.120668
0.167687,97,0.120668
0.184423,97,0.120668
0.33005,97,-1
0.239865,97,-1
0.212548,97,-1
0.185337,97,-1
0.176412,97,-1
0.180956,97,-1
0.167597,97,-1
0.176528,97,-1
0.181159,97,0.120668
0.181056,97,0.120668
0.180956,97,0.120668
0.189496,97,0.120668
0.20592,97,0.120668
0.283434,97,-1
0.248327,97,-1
0.219049,97,-1
0.21376,97,-1
0.199525,97,-1
0.18562,97,-1
0.190219,97,-1
0.199525,97,0.120668
0.208613,97,0.120668
0.217229,97,0.120668
0.225153,97,0.120668
0.245962,97,0.120668
0.289748,97,-1
0.241733,97,-1
0.220013,97,-1
0.21376,97,-1
0.199251,97,-1
0.208254,97,-1
0.218122,97,-1
0.217671,97,0.120668
0.226175,97,0.120668
0.265645,97,0.120668
0.299316,97,0.120668
0.356905,97,-1
0.285351,97,-1
0.252357,97,-1
0.228904,97,-1
0.222435,97,-1
0.241187,97,-1
0.251037,97,-1
0.273339,97,0.120668
0.309259,97,0.120668
0.374433,97,0.120668
0.44099,97,0.144159
0.328668,97,-1
0.29102,97,-1
0.255099,97,-1
0.241187,97,-1
0.282362,97,-1
0.358805,97,-1
0.44143,97,0.144159
0.502651,97,0.496529
0.551802,97,0.825407
0.362877,97,-1
0.305416,97,-1
0.289118,97,-1
0.315773,97,-1
0.406877,97,-1
0.50857,97,-1
0.564889,97,0.848898
0.161158,110,0.120668
0.153324,110,0.120668
0.170852,110,0.120668
0.210904,110,0.120668
0.245011,110,0.120668
0.22334,110,0.120668
0.207174,110,0.120668
0.207174,110,0.120668
0.218561,110,0.120668
0.172414,110,0.120668
0.165418,110,0.120668
0.161158,110,0.120668
0.171463,110,0.120668
0.187154,110,0.120668
0.212321,110,0.120668
0.20775,110,0.120668
0.17505,110,0.120668
0.159673,110,0.120668
0.16515,110,0.120668
0.175893,110,0.120668
0.207174,110,0.120668
0.201505,110,0.120668
0.271569,110,0.120668
0.218784,110,0.120668
0.183433,110,0.120668
0.174111,110,0.120668
0.182098,110,0.120668
0.186273,110,0.120668
0.180238,110,0.120668
0.164153,110,0.120668
0.159673,110,0.120668
0.14999,110,0.120668
0.155423,110,0.120668
0.160424,110,0.120668
0.175689,110,0.120668
0.19153,110,0.120668
0.265027,110,0.120668
0.251343,110,0.120668
0.202212,110,0.120668
0.186449,110,0.120668
0.162167,110,0.120668
0.14657,110,0.120668
0.160424,110,0.120668
0.159673,110,0.120668
0.144487,110,0.120668
0.13522,110,0.120668
0.131053,110,0.120668
0.134582,110,0.120668
0.149505,110,0.120668
0.170292,110,0.120668
0.191431,110,0.120668
0.224085,110,0.120668
0.210472,110,0.120668
0.190717,110,0.120668
0.18492,110,0.120668
0.168883,110,0.120668
0.160053,110,0.120668
0.144487,110,0.120668
0.138912,110,0.120668
0.135845,110,0.120668
0.142334,110,0.120668
0.130381,110,0.120668
0.13767,110,0.120668
0.163086,110,0.120668
0.173884,110,0.120668
0.19113,110,0.120668
0.224502,110,0.120668
0.204172,110,0.120668
0.170081,110,0.120668
0.177499,110,0.120668
0.165509,110,0.120668
0.166959,110,0.120668
0.151248,110,0.120668
0.147451,110,0.120668
0.149505,110,0.120668
0.13522,110,0.120668
0.154124,110,0.120668
0.156764,110,0.120668
0.178791,110,0.120668
0.178383,110,0.120668
0.196965,110,0.120668
0.265027,110,0.120668
0.239268,110,0.120668
0.218571,110,0.120668
0.19032,110,0.120668
0.17677,110,0.120668
0.163898,110,0.120668
0.164725,110,0.120668
0.165122,110,0.120668
0.172569,110,0.120668
0.162333,110,0.120668
0.146353,110,0.120668
0.151248,110,0.120668
0.154873,110,0.120668
0.171996,110,0.120668
0.190767,110,0.120668
0.295962,110,0.120668
0.246563,110,0.120668
0.218929,110,0.120668
0.183041,110,0.120668
0.183041,110,0.120668
0.169368,110,0.120668
0.170081,110,0.120668
0.157446,110,0.120668
0.158441,110,0.120668
0.148519,110,0.120668
0.149651,110,0.120668
0.161542,110,0.120668
0.15437,110,0.120668
0.165886,110,0.120668
0.184543,110,0.120668
0.273098,110,0.120668
0.211648,110,0.120668
0.183041,110,0.120668
0.175696,110,0.120668
0.168996,110,0.120668
0.170081,110,0.120668
0.157446,110,0.120668
0.152783,110,0.120668
0.153854,110,0.120668
0.171996,110,0.120668
0.15437,110,0.120668
0.159839,110,0.120668
0.165509,110,0.120668
0.178383,110,0.120668
0.232607,110,0.120668
0.204311,110,0.120668
0.176249,110,0.120668
0.169368,110,0.120668
0.16973,110,0.120668
0.163467,110,0.120668
0.145424,110,0.120668
0.165122,110,0.120668
0.171077,110,0.120668
0.171077,110,0.120668
0.190556,110,0.120668
0.183992,110,0.120668
0.18441,110,0.120668
0.224931,110,0.120668
0.197306,110,0.120668
0.176513,110,0.120668
0.170081,110,0.120668
0.163467,110,0.120668
0.164317,110,0.120668
0.164317,110,0.120668
0.170081,110,0.120668
0.16973,110,0.120668
0.183377,110,0.120668
0.190382,110,0.120668
0.203654,110,0.120668
0.217887,110,0.120668
0.183537,110,0.120668
0.17677,110,0.120668
0.170081,110,0.120668
0.170422,110,0.120668
0.177263,110,0.120668
0.190382,110,0.120668
0.197268,110,0.120668
0.197268,110,0.120668
0.197159,110,0.120668
0.22733,110,0.120668
0.273098,110,0.120668
0.211157,110,0.120668
0.190441,110,0.120668
0.183693,110,0.120668
0.170422,110,0.120668
0.1905,110,0.120668
0.19723,110,0.120668
0.217887,110,0.120668
0.223284,110,0.120668
0.288091,110,0.120668
0.372788,110,0.120668
0.238007,110,0.120668
0.204037,110,0.120668
0.19723,110,0.120668
0.184135,110,0.120668
0.209841,110,0.120668
0.235145,110,0.120668
0.305574,110,0.120668
0.379311,110,0.120668
0.435311,110,0.144159
0.273651,110,0.120668
0.222899,110,0.120668
0.216335,110,0.120668
0.234617,110,0.120668
0.286926,110,0.120668
0.377006,110,0.120668
0.463817,110,0.496529
0.514261,110,0.496529
0.515328,110,0.496529
0.549773,110,0.825407
0.600108,110,1.20127
0.504473,110,0.496529
0.54342,110,0.825407
0.579223,110,0.848898
0.614898,110,1.20127
0.550796,110,0.825407
0.567486,110,0.848898
0.582059,110,0.848898
0.555074,110,0.825407
0.558244,110,0.825407
0.570481,110,0.872389
0.587617,110,1.20127
0.544336,110,0.825407
0.541036,110,0.825407
0.541036,110,0.825407
0.544336,110,0.825407
0.569123,110,0.848898
0.548598,110,0.825407
0.555074,110,0.825407
0.530161,110,0.825407
0.526725,110,0.825407
0.526725,110,0.825407
0.553958,110,0.825407
0.570481,110,0.848898
0.553958,110,0.825407
0.547589,110,0.825407
0.536886,110,0.825407
0.544336,110,0.825407
0.56015,110,0.848898
0.577736,110,0.848898
0.574904,110,0.848898
0.579223,110,0.848898
0.570481,110,0.872389
0.580765,110,0.848898
0.589279,110,1.20127
0.636304,110,1.53015
0.626863,110,1.20127
0.48621,56,0.120668
0.509057,56,0.122995
0.549245,56,0.317281
0.592398,56,0.578173
0.611446,56,0.712686
0.613707,56,0.729501
0.63067,56,0.861573
0.606842,56,0.679021
0.476971,56,0.120668
0.552236,56,0.333531
0.575468,56,0.468853
0.546797,56,0.304175
0.570153,56,0.43643
0.608131,56,0.688371
0.634964,56,0.896713
0.667743,56,1.18898
0.691625,56,1.43035
0.706148,56,1.58966
0.678966,56,1.2993
0.63067,56,0.861573
0.552769,56,0.336453
0.426632,56,0.120668
0.511641,56,0.134207
0.530247,56,0.220013
0.541605,56,0.276949
0.535991,56,0.24836
0.57763,56,0.482296
0.624976,56,0.816055
0.673432,56,1.24423
0.709355,56,1.62617
0.712493,56,1.66236
0.716482,56,1.70906
0.689907,56,1.41214
0.648425,56,1.01151
0.58267,56,0.514217
0.478943,56,0.120668
0.450016,56,0.120668
0.488223,56,0.120668
0.520696,56,0.174837
0.535827,56,0.247539
0.572466,56,0.450434
0.621772,56,0.790967
0.661916,56,1.13383
0.693824,56,1.45384
0.71493,56,1.6908
0.709355,56,1.62617
0.698903,56,1.50896
0.684635,56,1.3571
0.648425,56,1.01151
0.590766,56,0.567226
0.485054,56,0.120668
0.46154,56,0.120668
0.51061,56,0.129714
0.562449,56,0.390996
0.595709,56,0.60066
0.61948,56,0.773256
0.640046,56,0.939218
0.65793,56,1.09691
0.682837,56,1.33861
0.693325,56,1.44849
0.687784,56,1.38982
0.682552,56,1.3357
0.669616,56,1.20702
0.65416,56,1.0626
0.593188,56,0.583502
0.509019,56,0.122832
0.517145,56,0.15865
0.571288,56,0.443282
0.601628,56,0.641783
0.621772,56,0.790967
0.626274,56,0.82632
0.626274,56,0.82632
0.63206,56,0.872875
0.656168,56,1.0808
0.682552,56,1.3357
0.680529,56,1.31509
0.676972,56,1.2793
0.669616,56,1.20702
0.650459,56,1.02948
0.605845,56,0.671826
0.544296,56,0.290964
0.526625,56,0.202596
0.582769,56,0.514852
0.620734,56,0.782925
0.624036,56,0.808655
0.62985,56,0.854939
0.620528,56,0.781334
0.622765,56,0.798705
0.622765,56,0.798705
0.646826,56,0.997498
0.669596,56,1.20683
0.686059,56,1.37184
0.688169,56,1.39386
0.665868,56,1.17108
0.64479,56,0.979803
0.627162,56,0.833381
0.594045,56,0.589314
0.631258,56,0.86634
0.653849,56,1.0598
0.644285,56,0.975441
0.63283,56,0.879158
0.624976,56,0.816055
0.624976,56,0.816055
0.624976,56,0.816055
0.637716,56,0.91961
0.673242,56,1.24236
0.684009,56,1.35064
0.671429,56,1.22462
0.665868,56,1.17108
0.639159,56,0.931729
0.621533,56,0.789111
0.661772,56,1.13248
0.68128,56,1.32271
0.659935,56,1.1154
0.652129,56,1.04435
0.648425,56,1.01151
0.64273,56,0.962071
0.64479,56,0.979803
0.663972,56,1.15312
0.687784,56,1.38982
0.698313,56,1.5025
0.687784,56,1.38982
0.662187,56,1.13636
0.639159,56,0.931729
0.589274,56,0.557294
0.698419,56,1.50366
0.67732,56,1.28277
0.671545,56,1.22575
0.667724,56,1.1888
0.658153,56,1.09896
0.667724,56,1.1888
0.677143,56,1.281
0.687784,56,1.38982
0.706148,56,1.58966
0.697229,56,1.49066
0.677143,56,1.281
0.65247,56,1.0474
0.589274,56,0.557294
0.690342,56,1.41673
0.682837,56,1.33861
0.677143,56,1.281
0.673432,56,1.24423
0.681019,56,1.32007
0.678966,56,1.2993
0.691625,56,1.43035
0.697229,56,1.49066
0.682552,56,1.3357
0.675298,56,1.26265
0.660115,56,1.11706
0.608131,56,0.688371
0.699517,56,1.5157
0.692093,56,1.43532
0.681019,56,1.32007
0.675298,56,1.26265
0.684635,56,1.3571
0.695536,56,1.47229
0.693824,56,1.45384
0.686412,56,1.37551
0.675298,56,1.26265
0.669616,56,1.20702
0.602594,56,0.648611
0.707697,56,1.60724
0.694344,56,1.45943
0.681019,56,1.32007
0.681019,56,1.32007
0.675298,56,1.26265
0.680769,56,1.31753
0.693824,56,1.45384
0.693824,56,1.45384
0.692093,56,1.43532
0.67732,56,1.28277
0.609158,56,0.695859
0.688989,56,1.40247
0.684967,56,1.36053
0.683134,56,1.34166
0.67918,56,1.30145
0.682837,56,1.33861
0.698419,56,1.50366
0.705061,56,1.57739
0.713783,56,1.67739
0.702243,56,1.54586
0.665688,56,1.16937
0.647993,56,1.00771
0.657698,56,1.09479
0.663773,56,1.15125
0.689426,56,1.40706
0.70406,56,1.56615
0.721129,56,1.76444
0.602726,110,1.20127
0.593029,110,1.20127
0.593029,110,1.20127
0.60531,110,1.20127
0.576301,110,0.848898
0.631605,110,1.20127
0.631605,110,1.20127
0.631605,110,1.20127
0.633931,110,1.53015
0.640737,110,1.55364
0.651952,110,1.55364
